datetime,open,high,low,close,volume
2025-02-25 18:27:00,6328.147,6328.147,6324.293,6324.293,2049
2025-02-25 18:28:00,6324.293,6325.394,6323.191,6324.843,1666
2025-02-25 18:29:00,6324.843,6325.944,6323.191,6323.742,2840
2025-02-26 09:00:00,6323.742,6327.046,6322.641,6327.046,6729
2025-02-26 09:01:00,6327.046,6328.697,6315.483,6317.685,26461
2025-02-26 09:02:00,6318.236,6321.54,6317.135,6320.438,9744
2025-02-26 09:03:00,6320.438,6322.641,6318.786,6320.438,5249
2025-02-26 09:04:00,6320.438,6327.596,6319.888,6325.944,10744
2025-02-26 09:05:00,6325.394,6329.799,6324.843,6327.046,11616
2025-02-26 09:06:00,6327.046,6333.102,6327.046,6330.9,14565
2025-02-26 09:07:00,6330.349,6330.9,6325.944,6325.944,11785
2025-02-26 09:08:00,6326.495,6326.495,6319.337,6319.337,12256
2025-02-26 09:09:00,6319.337,6323.742,6316.584,6323.742,15487
2025-02-26 09:10:00,6323.191,6324.293,6320.438,6322.09,7489
2025-02-26 09:11:00,6322.09,6325.944,6320.438,6324.843,8680
2025-02-26 09:12:00,6325.394,6327.596,6323.742,6324.293,7224
2025-02-26 09:13:00,6323.742,6327.046,6323.742,6326.495,3148
2025-02-26 09:14:00,6326.495,6330.9,6326.495,6330.9,9746
2025-02-26 09:15:00,6330.349,6331.45,6327.596,6330.9,7852
2025-02-26 09:16:00,6330.349,6333.653,6329.799,6333.653,11183
2025-02-26 09:17:00,6333.653,6336.957,6333.102,6336.406,18308
2025-02-26 09:18:00,6336.406,6336.406,6333.653,6333.653,6252
2025-02-26 09:19:00,6333.653,6334.204,6328.697,6329.248,13008
2025-02-26 09:20:00,6329.248,6333.653,6329.248,6331.45,10335
2025-02-26 09:21:00,6332.001,6333.102,6328.697,6328.697,6539
2025-02-26 09:22:00,6328.697,6330.9,6327.596,6327.596,7549
2025-02-26 09:23:00,6328.147,6328.697,6325.944,6326.495,5624
2025-02-26 09:24:00,6325.944,6327.596,6323.742,6326.495,8773
2025-02-26 09:25:00,6325.944,6329.248,6324.843,6329.248,8151
2025-02-26 09:26:00,6329.248,6331.45,6327.596,6331.45,7153
2025-02-26 09:27:00,6330.9,6331.45,6329.248,6330.9,5252
2025-02-26 09:28:00,6330.9,6334.204,6330.349,6333.102,11188
2025-02-26 09:29:00,6332.552,6333.653,6328.697,6333.102,7724
2025-02-26 09:30:00,6332.552,6333.102,6330.9,6333.102,3142
2025-02-26 09:31:00,6333.102,6333.102,6329.248,6331.45,5108
2025-02-26 09:32:00,6332.001,6334.204,6330.9,6331.45,5221
2025-02-26 09:33:00,6332.001,6336.957,6331.45,6335.855,11473
2025-02-26 09:34:00,6335.305,6336.406,6332.001,6334.754,8801
2025-02-26 09:35:00,6334.754,6334.754,6332.552,6333.102,3196
2025-02-26 09:36:00,6333.102,6335.305,6333.102,6333.102,2731
2025-02-26 09:37:00,6333.102,6336.406,6332.552,6336.406,4629
2025-02-26 09:38:00,6335.855,6337.507,6333.653,6334.204,9774
2025-02-26 09:39:00,6333.653,6337.507,6333.102,6336.957,6449
2025-02-26 09:40:00,6336.957,6338.058,6336.406,6337.507,5168
2025-02-26 09:41:00,6336.957,6338.058,6335.855,6337.507,4738
2025-02-26 09:42:00,6336.957,6337.507,6336.406,6336.406,2509
2025-02-26 09:43:00,6336.406,6338.608,6335.855,6336.406,6135
2025-02-26 09:44:00,6335.855,6338.058,6334.754,6335.855,5661
2025-02-26 09:45:00,6335.855,6336.957,6332.552,6333.102,6463
2025-02-26 09:46:00,6333.102,6333.653,6331.45,6332.001,7727
2025-02-26 09:47:00,6332.001,6332.552,6325.944,6327.596,19744
2025-02-26 09:48:00,6327.046,6327.596,6323.742,6325.944,11923
2025-02-26 09:49:00,6325.944,6326.495,6322.641,6325.394,9907
2025-02-26 09:50:00,6324.843,6327.596,6323.191,6326.495,10191
2025-02-26 09:51:00,6326.495,6326.495,6325.394,6326.495,2860
2025-02-26 09:52:00,6326.495,6327.596,6326.495,6327.596,3661
2025-02-26 09:53:00,6327.046,6329.248,6326.495,6328.697,7028
2025-02-26 09:54:00,6328.147,6330.349,6327.596,6328.147,8165
2025-02-26 09:55:00,6327.596,6328.697,6326.495,6328.697,5470
2025-02-26 09:56:00,6328.147,6328.697,6327.596,6328.147,1653
2025-02-26 09:57:00,6328.697,6328.697,6325.944,6327.046,4812
2025-02-26 09:58:00,6327.046,6327.046,6322.641,6324.293,11768
2025-02-26 09:59:00,6324.293,6327.596,6323.191,6326.495,8083
2025-02-26 10:00:00,6325.944,6327.596,6321.54,6325.394,12999
2025-02-26 10:01:00,6325.394,6331.45,6324.843,6330.349,15070
2025-02-26 10:02:00,6330.349,6333.102,6329.799,6330.349,11657
2025-02-26 10:03:00,6329.799,6333.653,6329.799,6332.001,16918
2025-02-26 10:04:00,6332.552,6334.204,6331.45,6332.552,8478
2025-02-26 10:05:00,6332.552,6333.102,6328.697,6329.799,10073
2025-02-26 10:06:00,6329.248,6335.305,6329.248,6334.754,12481
2025-02-26 10:07:00,6334.754,6336.406,6333.102,6334.204,11389
2025-02-26 10:08:00,6334.204,6337.507,6333.653,6335.855,15430
2025-02-26 10:09:00,6335.855,6336.957,6335.305,6335.855,4778
2025-02-26 10:10:00,6335.855,6337.507,6333.653,6335.855,6351
2025-02-26 10:11:00,6335.305,6335.855,6333.102,6335.305,4956
2025-02-26 10:12:00,6334.754,6336.957,6334.204,6335.305,4728
2025-02-26 10:13:00,6334.754,6336.406,6334.204,6336.406,1388
2025-02-26 10:14:00,6336.406,6337.507,6334.204,6336.406,6617
2025-02-26 10:15:00,6336.406,6337.507,6335.305,6335.305,3876
2025-02-26 10:16:00,6335.305,6337.507,6335.305,6336.957,3152
2025-02-26 10:17:00,6336.406,6338.058,6334.754,6335.305,7591
2025-02-26 10:18:00,6334.754,6337.507,6334.754,6337.507,3852
2025-02-26 10:19:00,6337.507,6340.26,6335.855,6338.058,10345
2025-02-26 10:20:00,6337.507,6341.361,6335.855,6339.159,11653
2025-02-26 10:21:00,6338.608,6341.912,6338.608,6339.71,10637
2025-02-26 10:22:00,6339.71,6341.361,6338.608,6340.26,5831
2025-02-26 10:23:00,6339.71,6343.013,6339.71,6342.463,10222
2025-02-26 10:24:00,6342.463,6342.463,6338.608,6340.26,8481
2025-02-26 10:25:00,6339.71,6340.26,6337.507,6339.71,5003
2025-02-26 10:26:00,6339.159,6340.26,6337.507,6337.507,3811
2025-02-26 10:27:00,6338.058,6339.71,6337.507,6338.058,3479
2025-02-26 10:28:00,6337.507,6340.811,6336.957,6340.26,4503
2025-02-26 10:29:00,6339.71,6340.811,6338.058,6339.71,4077
2025-02-26 10:30:00,6339.159,6343.564,6339.159,6342.463,19236
2025-02-26 10:31:00,6342.463,6345.766,6341.912,6345.216,11520
2025-02-26 10:32:00,6345.216,6350.722,6345.216,6349.07,25297
2025-02-26 10:33:00,6348.519,6353.475,6347.969,6351.823,24013
2025-02-26 10:34:00,6351.823,6355.127,6351.272,6352.374,20562
2025-02-26 10:35:00,6352.924,6354.576,6351.272,6352.374,12323
2025-02-26 10:36:00,6352.374,6353.475,6351.823,6352.374,5208
2025-02-26 10:37:00,6352.374,6355.127,6351.823,6352.924,6327
2025-02-26 10:38:00,6352.924,6354.025,6351.823,6354.025,5746
2025-02-26 10:39:00,6353.475,6357.329,6353.475,6356.778,15001
2025-02-26 10:40:00,6357.329,6360.633,6356.228,6356.228,19805
2025-02-26 10:41:00,6356.228,6358.43,6356.228,6356.778,6164
2025-02-26 10:42:00,6356.778,6359.532,6356.778,6357.88,5547
2025-02-26 10:43:00,6357.88,6359.532,6357.329,6357.329,5320
2025-02-26 10:44:00,6357.329,6357.88,6354.025,6357.329,10753
2025-02-26 10:45:00,6356.778,6357.88,6354.576,6355.127,9258
2025-02-26 10:46:00,6355.127,6358.43,6355.127,6357.329,5954
2025-02-26 10:47:00,6357.329,6359.532,6356.778,6358.981,6115
2025-02-26 10:48:00,6359.532,6361.183,6357.88,6358.981,8496
